id;min;phrase;clicks;ctr;premium_clicks;premium_ctr;shows;max;first_place_ctr;premium_min;premium_max;first_place_clicks
30386;0.32;"!заказать !пп !на !дом";0;0;0;0;1;0.32;0;0.49;4.58;0
30387;0.25;"!полезное !питание !интернет !магазин";2;1.74;2;8.83;1;0.51;2.75;2.03;3.38;2
30388;0.01;"!наборы !готовой !еды !для !похудения !купить";0;0;0;0;1;0.01;0;0.01;0.01;0
30389;0.01;"!диетическое !питание !с !доставкой !недорого";0;0;0;0;0;0.01;0;0.01;0.01;0
30390;0.87;"!наборы !питания";2;0.28;2;4.41;4;0.87;0.28;1.76;1.8;2
30391;3.06;"!набор !питания";2;0.08;2;2.75;5;3.06;0.08;2.38;2.45;2
30392;0.33;"!вегетарианская !еда !купить !в !москве";2;0.83;2;6.47;1;1.1;1.6;1.32;2.05;2
30393;1.53;"!питание !по !бжу !с !доставкой";2;0.62;2;8.68;1;1.53;0.62;0.87;1.97;2
30394;0.59;"!питание !на !день !заказать";2;0.76;2;13.61;2;0.59;0.76;0.18;0.7;2
30395;0.59;"!заказать !питание !на !день";0;0;0;0;2;0.59;0;0.18;0.7;0
30396;1.58;"!доставка !пп !обедов";2;0.1;2;4.35;2;1.58;0.1;3.84;12.98;2
30397;0.01;"!веганская !кухня !доставка";0;0;0;0;2;0.01;0;0.01;0.01;0
30398;0.01;"!доставка !диетической !еды !москва !недорого";0;0;2;10.6;1;0.01;0;2;5.03;0
30399;0.01;"!заказать !диетпитание !на !дом";0;0;0;0;0;0.01;0;0.01;0.01;0
30400;0.01;"!готовый !рацион !на !дом";0;0;2;22.57;1;0.01;0;1.11;1.26;0
30401;0.01;"!доставка !еды !на !1000 !ккал !в !день";0;0;2;1.96;4;0.01;0;4.14;13.92;0
30402;0.01;"!вегетарианские !блюда !заказать !москва";0;0;2;7.59;1;0.01;0;1.48;6.11;0
30403;0.01;"!готовые !обеды !пп";0;0;0;0;0;0.01;0;0.01;0.01;0
30404;0.01;"!еда !для !похудения !купить !в !москве";0;0;2;26.02;1;0.01;0;1.17;2.99;0
30405;0.01;"!конструктор !обедов";0;0;0;0;1;0.01;0;0.01;0.01;0
30406;0.73;"!конструктор !обеда";2;0.41;2;3.11;5;0.73;0.41;0.83;1.4;2
30407;0.01;"!еда !для !диеты !на !дом";0;0;0;0;0;0.01;0;0.01;0.01;0
30408;0.7;"!конструктор !ужинов";2;0.53;2;3.41;9;0.7;0.53;1.1;1.1;2
30409;7.91;"!веганская !еда !в !москве";2;0.19;2;4.35;5;7.91;0.19;3.84;9.38;2
30410;0.15;"!лучшие !конструкторы !еды";2;1.24;2;3.08;5;0.15;1.24;1.1;1.1;2
30411;0.01;"!сбалансированная !еда !для !похудения !с !доставкой";0;0;0;0;1;0.01;0;0.01;0.01;0
30412;0.31;"!рационы !питания !акция";2;0.33;2;10.22;1;0.31;0.33;1.97;1.97;2
30413;0.01;"!заказать !пищу";0;0;2;21.86;1;0.01;0;0.71;1.93;0
30414;1.38;"!еда !с !подсчетом !калорий !на !дом";2;0.69;2;11.1;2;1.38;0.69;1.11;1.84;2
30415;0.36;"!расчет !калорий !онлайн";2;0.41;3;3.31;51;0.39;0.41;2.54;2.54;2
30416;0.01;"!доставка !домашнего !питания";0;0;2;11.11;1;0.01;0;0.49;2.71;0
30417;0.01;"!готовое !питание !для !похудения !недорого";0;0;0;0;1;0.01;0;0.01;0.01;0
30418;0.79;"!доставка !питания !дешево";2;0.71;2;10.37;2;0.79;0.71;0.55;2.19;2
30419;0.01;"!полезное !питание !москва";0;0;2;5.85;3;0.01;0;0.58;1.69;0
30420;0.63;"!еда !на !дом !по !калориям";2;0.31;2;4.35;3;0.63;0.31;1.21;1.39;2
30421;0.63;"!еда !по !калориям !на !дом";0;0;0;0;3;0.63;0;1.21;1.39;0
30422;0.79;"!программа !питания !онлайн";2;0.23;2;9.63;2;0.79;0.23;1.08;1.08;2
30423;0.01;"!gfood";0;0;2;6.93;10;0.01;0;1.4;1.4;0
30424;0.4;"!конструктор !меню !на !неделю";2;1.99;2;5.73;5;0.67;1.41;0.6;0.75;2
30425;0.01;"!мфс !корпоративное !питание";0;0;0;0;1;0.01;0;0.01;0.01;0
30426;1.22;"!здоровое !питание !с !доставкой !без !мяса";2;1.35;2;3.65;3;1.22;1.35;2.53;4.56;2
30427;0.01;"!готовые !рационы !питания !для !похудения !с !доставкой";0;0;0;0;0;0.01;0;0.01;0.01;0
30428;3.43;"!сервисы !доставки !спортивной !еды";2;0.12;2;0.5;1;11.17;0.16;1.22;3.36;2
30429;2.25;"!general !foods !компания";2;0.22;2;4.92;2;2.33;0.22;2.36;2.36;2
30430;1.19;"!почта !mail !general !food";2;0.05;2;3.85;1;1.19;0.05;2.36;2.36;2
30431;0.01;"!купить !готовую !диету !с !доставкой";0;0;0;0;0;0.01;0;0.01;0.01;0
30432;0.01;"!диеты !готовые !на !дом";0;0;0;0;0;0.01;0;0.01;0.01;0
30433;0.26;"!здоровое !питание !с !доставкой !на !дом !спб";2;0.64;2;7.53;1;0.26;0.64;1.17;2.5;2
30434;0.01;"!сервис !по !доставке !здоровой !еды";0;0;2;4.19;2;0.01;0;1.45;2.37;0
30435;0.01;"!сервисы !по !доставке !здоровой !еды";0;0;0;0;1;0.01;0;0.01;0.01;0
30436;0.56;"!питание !с !доставкой !по !москве";2;0.56;2;10.71;1;0.56;0.56;0.56;1.68;2
30437;0.79;"!ljcnfdrf !tls !yf !ytltk";2;0.14;2;5.96;3;0.79;0.14;1.42;1.42;2
30438;0.01;"!питания !для !похудения !на !неделю !для !женщин";0;0;0;0;1;0.01;0;0.01;0.01;0
30439;0.01;"!доставка !еды !по !кбжу";0;0;0;0;0;0.01;0;0.01;0.01;0
30440;1.18;"!готовая !фитнес !еда";2;0.45;2;5.96;1;1.18;0.45;2.18;6.87;2
30441;2.68;"!на !дом !веганская !еда";2;0.41;2;10.06;3;2.68;0.41;1.73;4.17;2
30442;0.14;"!питание !домой";2;0.87;2;6.61;1;0.5;0.8;1.71;3.87;2
30443;0.29;"!perfect !food";2;0.4;2;1.64;23;0.29;0.4;3.25;3.25;2
30444;0.01;"!заказать !спортивное !питание !на !неделю";0;0;2;6.23;1;0.01;0;1;2.71;0
30445;0.01;"!сервис !еды !для !похудения";0;0;2;3.19;1;0.01;0;0.97;2.15;0
30446;1.22;"!усманова !еда !на !дом";2;2.05;2;2.62;2;1.29;2.05;1.71;1.99;2
30447;0.01;"!где !купить !правильное !питание";0;0;0;0;5;0.01;0;0.01;0.01;0
30448;1.11;"!как !происходит !снижение !веса !при !правильном !питании";2;0.66;2;3.57;2;1.11;0.66;1.15;1.15;2
30449;0.01;"!питание !для !похудения !интернет !магазин";0;0;0;0;0;0.01;0;0.01;0.01;0
30450;0.01;"!заказать !питание !для !снижения !веса";0;0;2;12.82;1;0.01;0;0.98;1.11;0
30451;0.01;"!доставка !еды !по !бжу";0;0;0;0;0;0.01;0;0.01;0.01;0
30452;0.01;"!доставка !еды !на !дом !2500 !ккал";0;0;0;0;0;0.01;0;0.01;0.01;0
30453;0.01;"!сбалансированное !питание !вегетарианца";0;0;0;0;1;0.01;0;0.01;0.01;0
30454;0.95;"!рейтинг !еды !с !доставкой !москва";2;0.7;2;2.68;1;1.13;1.02;1.73;19.93;2
30455;2.04;"!полезная !еда !на !заказ";2;0.32;2;2.89;10;2.04;0.32;1.87;13.3;2
30456;0.59;"!наборы !правильного !питания !москва";2;1.69;2;7.35;3;0.59;1.69;1.53;11.43;2
30457;0.1;"!food !ru";2;4.2;2;3.63;13;0.1;4.2;4.87;4.87;2
30458;0.01;"!сервис !сбалансированного !питания";0;0;0;0;2;0.01;0;0.01;0.01;0
30459;0.01;"!сбалансированное !питание !сервис";0;0;0;0;1;0.01;0;0.01;0.01;0
30460;0.01;"!как !правильно !распределить !бжу !для !похудения";0;0;2;4.51;2;0.01;0;1.26;2.18;0
30461;0.01;"!tlf !c !ljcnfdrjq";0;0;2;10.67;4;0.01;0;1.56;1.56;0
30462;0.37;"!питание !онлайн !составить";2;0.31;2;3.51;4;0.37;0.31;1.42;1.42;2
30463;0.4;"!онлайн !рацион !питания";2;0.28;2;3.53;3;0.79;0.57;1.18;1.18;2
30464;0.01;"!компания !еды";0;0;0;0;1;0.01;0;0.01;0.01;0
30465;4.72;"!еда !по !ккал !с !доставкой";2;0.64;2;0.89;1;4.72;0.64;4.75;29.3;2
30466;0.01;"!готовая !еда !для !похудения !с !доставкой !инстаграм";0;0;0;0;0;0.01;0;0.01;0.01;0
30467;0.01;"!доставка !еды !раздельное !питание";0;0;0;0;0;0.01;0;0.01;0.01;0
30468;1.5;"!еда !на !дом !с !расчетом !калорий";2;0.6;2;0.62;5;1.5;0.6;9.83;9.83;2
30469;1.55;"!пп !пакеты !com !для !вегетарианцев";2;0.26;2;2.8;1;1.55;0.26;3.54;3.54;2
30470;0.54;"!правильное !питание !услуги";2;1.1;2;5.46;1;0.57;1.44;3.07;3.07;2
30471;0.01;"!generalfood !ru";0;0;2;5.33;1;0.01;0;3.65;3.65;0
30472;0.01;"!заказать !меню !для !похудения";0;0;0;0;0;0.01;0;0.01;0.01;0
30473;2.01;"!доставка !обедов !для !похудения";2;0.56;2;6.08;1;2.01;0.56;1.9;1.9;2
30474;1.21;"!еда !с !доставкой !для !худеющих";2;0.74;2;5.4;1;1.54;1.08;0.7;1.74;2
30475;1.21;"!еда !для !худеющих !с !доставкой";0;0;0;0;1;1.54;0;0.7;1.74;0
30476;0.64;"!москва !полезная !еда";2;0.47;2;2.46;8;1.05;0.66;1.65;1.65;2
30477;0.31;"!питание !на !дом !вегетарианское";2;0.56;2;10.6;1;0.31;0.56;0.88;1.59;2
30478;0.83;"!питание !по !бжу !меню";2;0.19;2;1.81;3;0.83;0.19;0.96;1.95;2
30479;0.07;"!расчёт !рациона !питания";2;0.3;0;0;2;0.08;2.61;0.01;0.01;2
30480;2.01;"!general !food !ru !отзывы";2;0.04;0;0;4;2.01;0.04;1.32;1.32;2
30481;2.78;"!инфернокитчен !ру !в !москве";2;0.06;2;3.03;6;2.78;0.06;1.13;1.13;2
30482;0.01;"!диетологи !вегетарианцы !в !москве";0;0;2;8.46;1;0.01;0;0.64;0.85;0
30483;0.01;"!калькулятор !спортивного !питания";0;0;2;7.35;3;0.01;0;0.42;0.48;0
30484;0.01;"!здоровая !пища !заказать !на !дом";0;0;0;0;1;0.01;0;0.01;0.01;0
30485;0.01;"!заказ !еды !с !расчетом !калорий !состава !еды";0;0;2;2.54;1;0.01;0;30.68;30.68;0
30486;5.27;"!сбалансированное !питание !при !вегетарианстве";2;0.17;2;0.23;5;5.27;0.17;21.9;21.9;2
30487;1.18;"!доставка !пп !на !дом !москва";2;0.43;2;0.26;1;1.18;0.43;2.68;11.45;2
30488;0.01;"!диетолог !вегетарианцу !стоимость";0;0;2;2.85;1;0.01;0;6.01;6.01;0
30489;0.01;"!доставка !здоровой !еды !для !похудения";0;0;0;0;0;0.01;0;0.01;0.01;0
30490;0.01;"!доставка !наборов !вегетарианского !питания";0;0;0;0;2;0.01;0;0.01;0.01;0
30491;0.61;"!кбжу !правильное !питание";2;0.54;2;3.43;2;0.61;0.54;1.55;1.55;2
30492;0.61;"!правильное !питание !кбжу";0;0;0;0;2;0.61;0;1.55;1.55;0
30493;2.36;"!диета !по !бжу";2;0.07;2;4.4;1;2.36;0.07;1.53;1.53;2
30494;0.01;"!заказать !питание !на !каждый !день";0;0;0;0;0;0.01;0;0.01;0.01;0
30495;1.78;"!gf !питание !москва";2;0.17;0;0;11;1.78;0.17;0.01;0.01;2
30496;0.01;"!едананеделю !москва";0;0;0;0;5;0.01;0;0.01;0.01;0
30497;1.18;"!правильное !питание !на !каждый !день !купить";2;2.54;2;29.57;2;1.18;2.54;2.66;5.6;2
30498;0.01;"!доставка !готовой !еды !для !спортсменов !москва";0;0;2;0.09;1;0.01;0;30.68;30.68;0
30499;0.63;"!дробное !питание !с !доставкой";2;0.94;2;7.9;2;0.63;0.94;0.71;2.39;2
30500;0.01;"!рацион !с !доставкой !на !дом";0;0;0;0;2;0.01;0;0.01;0.01;0
30501;0.01;"!обед !вегетарианский !заказать !на !дом";0;0;0;0;0;0.01;0;0.01;0.01;0
30502;0.34;"!еда !по !бжу !на !заказ";2;1.04;2;3.8;1;0.97;2.18;1.32;1.32;2
30503;0.01;"!купить !готовую !диету";0;0;0;0;0;0.01;0;0.01;0.01;0
30504;0.31;"!подбор !правильного !питания";2;0.35;2;9.99;4;0.31;0.35;1.2;1.2;2
30505;1.97;"!готовый !рацион !для !похудения";2;0.21;2;3.29;1;1.97;0.21;1;1.15;2
30506;0.01;"!заказать !питание !на !дом";0;0;2;9.23;1;0.01;0;0.5;1.14;0
30507;0.01;"!правильный !рацион !сайт";0;0;0;0;1;0.01;0;0.01;0.01;0
30508;0.69;"!интернет !еда";2;0.3;2;2.34;3;0.69;0.3;0.77;0.94;2
30509;0.69;"!еда !интернет";0;0;0;0;3;0.69;0;0.77;0.94;0
30510;0.01;"!купить !меню !для !похудения";0;0;0;0;0;0.01;0;0.01;0.01;0
30511;0.01;"!доставка !здорового !питания !для !спортсменов !москва";0;0;2;0.09;3;0.01;0;30.68;30.68;0
30512;0.01;"!правильное !питание !на !неделю !для !похудения !купить";0;0;2;0.09;1;0.01;0;23.6;23.6;0
30513;0.01;"!купить !правильное !питание !для !похудения !на !неделю";0;0;0;0;1;0.01;0;23.6;23.6;0
30514;0.01;"!заказать !вегетарианское !меню";0;0;2;2.49;4;0.01;0;1.93;3.18;0
30515;0.01;"!диетическое !питание !на !дом !в !москве";0;0;2;0.32;0;0.01;0;1.63;1.97;0
30516;2.28;"!заказ !питания !для !похудения !на !дом";2;0.34;2;7.49;4;2.28;0.34;1.02;1.24;2
30517;0.01;"!купить !еду !по !калориям";0;0;2;4.45;2;0.01;0;1.18;1.18;0
30518;0.3;"!пп !на !неделю !москва";2;0.04;2;5.84;1;0.3;0.04;1.07;1.07;2
30519;0.01;"!диетические !блюда !на !дом !москва";0;0;0;0;1;0.01;0;0.01;0.01;0
30520;0.96;"!бжу !питание";2;0.2;2;9.57;3;0.96;0.2;0.89;0.89;2
30521;0.38;"!конструктор !завтрака";2;0.73;2;2.12;4;0.38;0.73;0.84;0.84;2
30522;0.17;"!конструктор !завтраков";2;1.12;0;0;1;0.17;1.12;0.01;0.01;2
30523;0.01;"!веганское !меню !на !каждый !день !купить";0;0;0;0;1;0.01;0;0.01;0.01;0
30524;0.01;"!левел !готовая !еда";0;0;0;0;0;0.01;0;0.01;0.01;0
30525;0.01;"!сервис !по !доставке !еды !москва";0;0;2;0.09;3;0.01;0;31.47;31.47;0
30526;0.01;"!заказ !еды !диета";0;0;0;0;0;0.01;0;0.01;0.01;0
30527;1.5;"!доставка !еды !на !грудном !вскармливании";2;1.02;2;3.04;1;1.5;1.02;2.43;8.07;2
30528;0.89;"!заказать !еду !на !неделю !для !похудения";2;1.69;2;9.99;1;0.89;1.69;3.61;12.43;2
30529;0.01;"!еда !по !калориям !с !доставкой";0;0;2;1.03;2;0.01;0;2.24;6.6;0
30530;0.01;"!еда !с !доставкой !по !калориям";0;0;0;0;2;0.01;0;2.24;6.6;0
30531;0.32;"!food !правильное !питание";2;0.44;2;8.94;1;0.32;0.44;0.71;5.2;2
30532;0.8;"!правильное !питание !для !похудения !москва";2;0.26;2;7.73;3;1.92;0.86;0.66;0.75;2
30533;0.83;"!меню !конструктор !для !похудения";2;0.3;2;7.59;1;0.83;0.3;0.51;0.51;2
30534;0.01;"!доставка !готовой !правильной !еды !москва";0;0;2;0.09;1;0.01;0;31.39;31.39;0
30535;0.01;"!готовая !еда !на !неделю !для !спортсменов !москва";0;0;2;0.09;1;0.01;0;30.68;30.68;0
30536;0.01;"!доставка !здоровой !еды !на !неделю !москва";0;0;2;0.09;0;0.01;0;30.68;30.68;0
30537;0.01;"!москва !доставка !здоровой !еды !на !неделю";0;0;0;0;0;0.01;0;30.68;30.68;0
30538;0.01;"!питание !по !бжу !для !похудения";0;0;2;0.09;3;0.01;0;23.6;23.6;0
30539;0.01;"!заказать !здоровое !питание !для !похудения";0;0;2;0.09;1;0.01;0;23.6;23.6;0
30540;3.47;"!сбалансированное !питание !для !похудения !с !доставкой !москва";2;0.88;2;18.92;1;3.47;0.88;20.38;20.55;2
30541;0.01;"!фитнес !питание !для !похудения !с !доставкой";0;0;2;0.09;1;0.01;0;23.6;23.6;0
30542;0.01;"!фирмы !по !организации !и !доставке !правильного !питания";0;0;2;0.74;5;0.01;0;5.9;5.9;0
30543;0.83;"!доставка !еды !для !худеющих";2;0.51;2;6.22;1;0.83;0.51;1.12;4.74;2
30544;0.01;"!еда !для !похудения !на !каждый !день !заказать";0;0;0;0;0;0.01;0;0.01;0.01;0
30545;1.85;"!диетолог !веган !москва";2;0.39;2;1.9;1;1.85;0.39;4.41;4.41;2
30546;0.01;"!диетическая !доставка !по !москве";0;0;0;0;1;0.01;0;0.01;0.01;0
30547;0.19;"!калькулятор !калорий !купить";2;1.56;2;17.31;7;0.34;1.82;0.3;0.3;2
30548;0.01;"!доставка !еды !на !дом !на !неделю !диета";0;0;2;0.09;0;0.01;0;30.68;30.68;0
30549;0.01;"!питание !на !заказ !для !похудения !москва";0;0;2;0.09;1;0.01;0;23.6;23.6;0
30550;0.01;"!питание !для !похудения !москва";0;0;2;0.09;4;0.01;0;23.6;23.6;0
30551;11.23;"!заказ !здоровой !еды !в !офис";2;0.34;2;0.34;1;11.23;0.34;4.61;4.61;2
30552;2.43;"!правильное !питание !доставка !для !снижения !веса";2;0.33;2;1.28;2;2.43;0.33;1.57;1.57;2
30553;0.01;"!дженерал !фуд !москва !вакансии";0;0;0;0;0;0.01;0;0.01;0.01;0
30554;0.01;"!general !фуд";2;0.25;0;0;4;0.01;0.25;0.01;0.01;2
30555;0.01;"!расчет !питания !по !калориям";2;2.35;2;2.35;4;0.12;6.13;0.01;0.01;2
30556;4.03;"!доставка !правильное !питание !москва";2;1.31;15;18.93;74;4.05;1.32;7.17;13.78;2
30557;0.01;"!еда !готовые";0;0;0;0;0;0.01;0;0.01;0.01;0
30558;2.56;"!москва !доставка !здорового !питания";4;1.54;50;16.87;263;3.76;1.6;5.18;9.2;4
30559;3.59;"!доставка !здоровое !питание !москва";2;0.78;4;22.13;9;3.59;0.78;4.59;7.59;2
30560;1.62;"!еда !на !неделю !готовая";4;0.94;63;12.37;327;2.14;1.03;5.11;27.21;4
30561;0.01;"!готова !еда !на !неделю";0;0;0;0;1;0.01;0;0.01;0.01;0
30562;2.26;"!доставки !правильного !питания";2;1.75;2;3.99;5;3.48;3.39;9.07;40.69;2
30563;0.01;"!готовая !еда !на !неделю !доставка";0;0;2;8.41;4;0.01;0;9.57;21.55;0
30564;1.22;"!кесадилья !с !курицей";2;0.03;0;0;577;1.22;0.03;0.01;0.01;2
30565;0.07;"!что !такое !гликемический !индекс";2;0.28;0;0;62;0.07;0.28;0.01;0.01;2
30566;1.19;"!продукты !для !набора !веса";2;0.17;0;0;40;1.28;0.17;0.01;0.01;2
30567;0.01;"!84995770505";0;0;0;0;44;0.01;0;0.01;0.01;0
30568;1.98;"!калорийные !продукты";2;0.05;0;0;43;1.98;0.05;0.01;0.01;2
30569;0.46;"!магазин !интернет !правильного !питания";2;0.74;3;10.1;9;0.86;1.27;1.32;3.02;2
30570;0.3;"!пр !д !михайловский !3";2;0.08;0;0;10;0.3;0.08;0.01;0.01;2
30571;0.53;"!питание !в !жаркую !погоду";2;0.05;0;0;9;0.53;0.05;0.01;0.01;2
30572;0.01;"!7 !495 !787 !42 !44";0;0;0;0;7;0.01;0;0.01;0.01;0
30573;111.43;"!готовая !фитнес !еда !доставка";2;0.12;2;12.09;8;111.43;0.12;3.71;11.55;2
30574;0.01;"!продажа !полезного !питания";0;0;0;0;8;0.01;0;0.01;0.01;0
30575;0.39;"!пп !магазин !в !москве";2;0.25;0;0;8;0.39;0.25;0.01;0.01;2
30576;0.01;"!вес !от !чего !зависит";0;0;0;0;7;0.01;0;0.01;0.01;0
30577;0.01;"!готовая !правильная !еда";0;0;0;0;2;0.01;0;0.01;0.01;0
30578;0.01;"!84957874244";0;0;0;0;6;0.01;0;0.01;0.01;0
30579;0.92;"!плохие !углеводы";2;0.04;0;0;6;1.57;0.06;0.01;0.01;2
30580;0.87;"!омлет !с !лососем";2;0.04;0;0;9;0.87;0.04;0.01;0.01;2
30581;0.01;"!доставка !еды !частые !вопросы";0;0;0;0;0;0.01;0;0.01;0.01;0
30582;0.01;"!как !заварить !чай !с !мятой !свежей";0;0;0;0;2;0.01;0;0.01;0.01;0
30583;0.01;"!еда !для !бодибилдеров !доставка !москва";0;0;0;0;6;0.01;0;0.01;0.01;0
30584;0.01;"!сбалансированное !питание !на !дом !в !москве";0;0;0;0;5;0.01;0;0.01;0.01;0
30585;0.98;"!general !food !отзывы !сотрудников";2;0.35;0;0;4;0.98;0.35;0.01;0.01;2
30586;0.8;"!бжу !при !правильном !питании";2;0.31;2;2.08;5;0.8;0.31;1;1;2
30587;0.01;"!подбор !питания !онлайн";0;0;0;0;6;0.01;0;0.01;0.01;0
30588;0.01;"!калькулятор !рациона !питания !человека !онлайн";0;0;0;0;5;0.01;0;0.01;0.01;0
30589;0.01;"!как !правильно !вести !здоровый !образ !жизни";0;0;0;0;5;0.01;0;0.01;0.01;0
30590;0.01;"!калькулятор !меню !на !день";0;0;0;0;1;0.01;0;0.01;0.01;0
30591;0.01;"!как !распределить !бжу !в !течение !дня";0;0;0;0;4;0.01;0;0.01;0.01;0
30592;0.67;"!правила !бжу";2;0.02;0;0;3;0.67;0.02;0.01;0.01;2
30593;0.21;"!бжу !когда !что !лучше !есть";2;0.11;0;0;4;0.21;0.11;0.01;0.01;2
30594;0.01;"!7874244";0;0;0;0;4;0.01;0;0.01;0.01;0
30595;0.62;"!general !food !вакансии";2;0.32;0;0;3;0.62;0.32;0.01;0.01;2
30596;0.01;"!здоровая !еда !на !дом !на !неделю";0;0;0;0;4;0.01;0;0.01;0.01;0
30597;0.01;"!от !чего !зависит !вес !человека";0;0;0;0;4;0.01;0;0.01;0.01;0
30598;6.3;"!en !fit !ru";2;0.02;0;0;4;6.3;0.02;0.01;0.01;2
30599;0.01;"!раздельное !питание !доставка";0;0;0;0;4;0.01;0;0.01;0.01;0
30600;0.01;"!калькулятор !меню";0;0;0;0;3;0.01;0;0.01;0.01;0
30601;0.01;"!составить !питание !онлайн !бесплатно";0;0;0;0;4;0.01;0;0.01;0.01;0
30602;0.01;"!собери !свое !свой !питание";0;0;0;0;4;0.01;0;0.01;0.01;0
30603;0.01;"!составляем !меню !по !бжу";0;0;0;0;4;0.01;0;0.01;0.01;0
30604;0.24;"!калькулятор !расчета !рациона !питания";2;0.18;0;0;4;0.24;0.18;0.01;0.01;2
30605;0.01;"!индивидуальное !меню !с !доставкой";0;0;0;0;4;0.01;0;0.01;0.01;0
30606;1.44;"!набор !блюд !для !похудения";2;0.22;0;0;5;1.44;0.22;0.01;0.01;2
30607;0.01;"!доставка !диетической !еды !1000 !ккал";0;0;0;0;4;0.01;0;0.01;0.01;0
30608;0.01;"!заказ !диетических !блюд";0;0;0;0;4;0.01;0;0.01;0.01;0
30609;0.01;"!правильно !раздельное !питание !доставка !еды";0;0;0;0;4;0.01;0;0.01;0.01;0
30610;0.01;"!уникальный !конструктор !калорий !идеальное !меню";0;0;0;0;4;0.01;0;0.01;0.01;0
30611;1.18;"!распределение !бжу !для !похудения";2;0.21;0;0;4;1.18;0.21;0.01;0.01;2
30612;0.66;"!дженерал !фудс";2;0.05;0;0;6;0.66;0.05;0.01;0.01;2
30613;0.01;"!составление !рациона !онлайн";0;0;0;0;3;0.01;0;0.01;0.01;0
30614;0.01;"!как !правильно !распределить !бжу !на !день";0;0;0;0;2;0.01;0;0.01;0.01;0
30615;1.91;"!расчет !правильного !питания";2;0.16;0;0;3;1.91;0.16;0.01;0.01;2
30616;0.01;"!готовая !еда !вегетарианская";0;0;0;0;0;0.01;0;0.01;0.01;0
30617;0.01;"!конструктор !меню !бжу";0;0;0;0;3;0.01;0;0.01;0.01;0
30618;0.01;"!онлайн !составление !рациона";0;0;0;0;3;0.01;0;0.01;0.01;0
30619;4.38;"!питание !с !доставкой !на !дом !в !москве";2;0.51;2;7.22;3;4.38;0.51;3.55;5.55;2
30620;0.01;"!сервис !доставки !еды !пп";0;0;0;0;1;0.01;0;0.01;0.01;0
30621;0.01;"!год !фуд";0;0;0;0;1;0.01;0;0.01;0.01;0
30622;0.88;"!perfect !food !доставка";2;0.76;0;0;3;0.88;0.76;0.01;0.01;2
30623;0.01;"!сервис !еды !на !дом";0;0;0;0;1;0.01;0;0.01;0.01;0
30624;0.01;"!заказ !еды !для !спортсменов !москва";0;0;0;0;3;0.01;0;0.01;0.01;0
30625;0.01;"!готовый !рационна !неделю !москва";0;0;0;0;3;0.01;0;0.01;0.01;0
30626;0.01;"!меню !2500 !ккал !москва !заказ";0;0;0;0;3;0.01;0;0.01;0.01;0
30627;0.01;"!конструктор !рациона !для !беременных";0;0;0;0;3;0.01;0;0.01;0.01;0
30628;0.01;"!корпоративное !питание !москва !меню";0;0;0;0;3;0.01;0;0.01;0.01;0
30629;1.45;"!оператор !питания !москва";2;0.06;0;0;2;1.45;0.06;0.01;0.01;2
30630;0.01;"!готовая !еда !для !вегетарианцев";0;0;0;0;0;0.01;0;0.01;0.01;0
30631;0.01;"!собрать !рацион";0;0;0;0;3;0.01;0;0.01;0.01;0
30632;0.54;"!спортпит !в !измайлово";2;0.54;0;0;3;0.54;0.54;0.01;0.01;2
30633;0.01;"!как !распределить !бжу !на !день";0;0;0;0;3;0.01;0;0.01;0.01;0
30634;0.01;"!как !подбирать !продукты !для !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
30635;0.32;"!питание !с !учетом !бжу";2;0.2;0;0;3;0.32;0.2;0.01;0.01;2
30636;0.31;"!рацион !бжу";2;0.23;0;0;1;0.31;0.23;0.01;0.01;2
30637;0.01;"!еда !правильная !на !каждый !день !заказать";0;0;0;0;3;0.01;0;0.01;0.01;0
30638;2.36;"!диетический !обед !заказать";2;0.24;0;0;2;2.36;0.24;0.01;0.01;2
30639;0.01;"!сайт !здорового !питания !с !меню !и !калькулятором";0;0;0;0;3;0.01;0;0.01;0.01;0
30640;0.54;"!подбор !питания";2;0.04;0;0;2;0.54;0.04;0.01;0.01;2
30641;0.01;"!фитнес !меню !заказать !на !дом";0;0;0;0;0;0.01;0;0.01;0.01;0
30642;0.01;"!здоровое !питание !на !заказ !в !москве";0;0;0;0;2;0.01;0;0.01;0.01;0
30643;0.01;"!495 !787 !42 !44";0;0;0;0;2;0.01;0;0.01;0.01;0
30644;0.01;"!индивидуальное !питание !с !доставкой";0;0;0;0;2;0.01;0;0.01;0.01;0
30645;0.01;"!купить !еду !для !похудения !на !месяц";0;0;0;0;0;0.01;0;0.01;0.01;0
30646;1.18;"!еда !диетическая !на !неделю !с !доставкой";2;1.01;2;15.97;2;1.18;1.01;3.1;7.52;2
30647;0.01;"!gbnfybt !c !ljcnfdrjq";0;0;0;0;2;0.01;0;0.01;0.01;0
30648;0.01;"!готовый !рацион !на !1300";0;0;0;0;1;0.01;0;0.01;0.01;0
30649;0.98;"!отзывы !о !general !food";2;0.23;0;0;1;0.98;0.23;0.01;0.01;2
30650;0.01;"!как !сбалансировать !питание !по !бжу";0;0;0;0;1;0.01;0;0.01;0.01;0
30651;0.01;"!заказ !готового !питания !на !дом";0;0;0;0;0;0.01;0;0.01;0.01;0
30652;0.01;"!заказ !правильной !еды !на !неделю";0;0;0;0;2;0.01;0;0.01;0.01;0
